ship,shipLabel,category_code,birth_year,presence,status,start_date,start_year,end_date,end_year,end_event_type,birth_date,birth_date_dt,start_date_dt,end_date_dt,duration,event,age_at_start,period_flag,category_group
http://www.example.com/myData/PM_0007,HMS Medina,PM_0007,1839,http://www.example.com/myData/presence_PM_0007_03,InNonCombatDuty,1856-01-07,1856,1863-11-10,1863.0,Decommissioning,1839-03-30,1839-03-30,1856-01-07,1863-11-10,7.841204654346338,0,16.774811772758383,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_02,InNonCombatDuty,1854-05,1854,1865-02,1865.0,Recommissioning,1847-02-04,1847-02-04,1854-05-01,1865-02-01,10.757015742642025,0,7.236139630390143,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_03,InNonCombatDuty,1865-02,1865,1872-10,1872.0,Recommissioning,1847-02-04,1847-02-04,1865-02-01,1872-10-01,7.663244353182751,0,17.99315537303217,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_04,InNonCombatDuty,1872-10,1872,1878-11,1878.0,Recommissioning,1847-02-04,1847-02-04,1872-10-01,1878-11-01,6.083504449007529,0,25.65639972621492,PurgeEra_1870s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_05,InNonCombatDuty,1878-11,1878,1882-08-14,1882.0,Recommissioning,1847-02-04,1847-02-04,1878-11-01,1882-08-14,3.783709787816564,0,31.73990417522245,PurgeEra_1870s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_06,InNonCombatDuty,1882-08-14,1882,1888-10-08,1888.0,Recommissioning,1847-02-04,1847-02-04,1882-08-14,1888-10-08,6.151950718685832,0,35.52361396303901,Other_Post_1880,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_07,InNonCombatDuty,1888-10-08,1888,1894-05,1894.0,E8_Acquisition,1847-02-04,1847-02-04,1888-10-08,1894-05-01,5.560574948665297,1,41.67556468172484,Other_Post_1880,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_05,InNonCombatDuty,1888-04-01,1888,1905-07-11,1905.0,E6_Destruction,1861-05-30,1861-05-30,1888-04-01,1905-07-11,17.27310061601643,1,26.83915126625599,Other_Post_1880,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_04,InNonCombatDuty,1872-06-30,1872,1874-06-30,1874.0,Decommissioning,1870-04-11,1870-04-11,1872-06-30,1874-06-30,1.998631074606434,0,2.220396988364134,PurgeEra_1870s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0053,LANDRAIL (ex-Gipsy Queen),PM_0053,1854,http://www.example.com/myData/presence_PM_0053_01,InNonCombatDuty,1855-05-24,1855,1856-07-21,1856.0,E8_Acquisition,1854,1854-01-01,1855-05-24,1856-07-21,1.160848733744011,1,1.3908281998631074,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0061,HMS Wallace,PM_0061,1854,http://www.example.com/myData/presence_PM_0061_02,InNonCombatDuty,1857,1857,1869,1869.0,E8_Acquisition,1854,1854-01-01,1857-01-01,1869-01-01,12.0,1,3.0006844626967832,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PM_0063,DRAGON,PM_0063,1855,http://www.example.com/myData/presence_PM_0063_01,InNonCombatDuty,1860-07-11,1860,1867,1867.0,E8_Acquisition,1855,1855-01-01,1860-07-11,1867-01-01,6.4750171115674195,1,5.5249828884325805,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_14,InNonCombatDuty,1860-05-15,1860,1864-01,1864.0,Decommissioning,1838-03-12,1838-03-12,1860-05-15,1864-01-01,3.6303901437371664,0,22.17659137577002,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0001,HMS Comet,PSPV_0001,1819,http://www.example.com/myData/presence_PSPV_0001_04,InNonCombatDuty,1842-07-15,1842,1854,1854.0,Fitting,1819-11-10,1819-11-10,1842-07-15,1854-01-01,11.46611909650924,0,22.677618069815196,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0005,HMS Alban,PSPV_0005,1824,http://www.example.com/myData/presence_PSPV_0005_01,InNonCombatDuty,1827-05-06,1827,1831-03,1831.0,ReEngining,1824-05,1824-05-01,1827-05-06,1831-03-01,3.8193018480492813,0,3.0116358658453115,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0005,HMS Alban,PSPV_0005,1824,http://www.example.com/myData/presence_PSPV_0005_07,InNonCombatDuty,1840-06-01,1840,1849-02-16,1849.0,Decommissioning,1824-05,1824-05-01,1840-06-01,1849-02-16,8.711841204654347,0,16.084873374401095,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0005,HMS Alban,PSPV_0005,1824,http://www.example.com/myData/presence_PSPV_0005_12,InNonCombatDuty,1854-03-06,1854,1856-01,1856.0,,1824-05,1824-05-01,1854-03-06,1856-01-01,1.8234086242299794,0,29.845311430527037,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0005,HMS Alban,PSPV_0005,1824,http://www.example.com/myData/presence_PSPV_0005_14,InNonCombatDuty,1856-05-19,1856,1858-04-03,1858.0,Decommissioning,1824-05,1824-05-01,1856-05-19,1858-04-03,1.8726899383983573,0,32.049281314168375,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0015,HMS Salamander,PSPV_0015,1831,http://www.example.com/myData/presence_PSPV_0015_23,InNonCombatDuty,1872-04-09,1872,1875-07-20,1875.0,Decommissioning,1831-01-12,1831-01-12,1872-04-09,1875-07-20,3.277207392197125,0,41.24024640657084,PurgeEra_1870s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0036,HMS Boxer,PSPV_0036,1820,http://www.example.com/myData/presence_PSPV_0036_03,InNonCombatDuty,1837-06-08,1837,1841-05-27,1841.0,E8_Acquisition,1820-02-17,1820-02-17,1837-06-08,1841-05-27,3.9671457905544147,1,17.305954825462013,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0038,HMS Jasper,PSPV_0038,1824,http://www.example.com/myData/presence_PSPV_0038_07,InNonCombatDuty,1850-02,1850,1853,1853.0,,1824,1824-01-01,1850-02-01,1853-01-01,2.915811088295688,0,26.086242299794662,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0038,HMS Jasper,PSPV_0038,1824,http://www.example.com/myData/presence_PSPV_0038_09,InNonCombatDuty,1853,1853,1854-04,1854.0,ShipConversion,1824,1824-01-01,1853-01-01,1854-04-01,1.2457221081451062,0,29.00205338809035,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0044,HMS Otter,PSPV_0044,1827,http://www.example.com/myData/presence_PSPV_0044_12,InNonCombatDuty,1860,1860,1863,1863.0,Repair,1827,1827-01-01,1860-01-01,1863-01-01,3.0006844626967832,0,32.99931553730322,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0044,HMS Otter,PSPV_0044,1827,http://www.example.com/myData/presence_PSPV_0044_14,InNonCombatDuty,1863,1863,1884,1884.0,ShipConversion,1827,1827-01-01,1863-01-01,1884-01-01,20.999315537303218,0,36.0,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0044,HMS Otter,PSPV_0044,1827,http://www.example.com/myData/presence_PSPV_0044_15,InNonCombatDuty,1884,1884,1893,1893.0,E8_Acquisition,1827,1827-01-01,1884-01-01,1893-01-01,9.00205338809035,1,56.99931553730322,Other_Post_1880,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0052,HMS BEAVER,PSPV_0052,1836,http://www.example.com/myData/presence_PSPV_0052_05,InNonCombatDuty,1845,1845,1850-02-22,1850.0,ShipConversion,1836,1836-01-01,1845-01-01,1850-02-22,5.1416837782340865,0,9.00205338809035,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0052,HMS BEAVER,PSPV_0052,1836,http://www.example.com/myData/presence_PSPV_0052_06,InNonCombatDuty,1850-02-22,1850,1858-03-25,1858.0,E6_Destruction,1836,1836-01-01,1850-02-22,1858-03-25,8.084873374401095,1,14.143737166324435,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0054,HMS Myrtle,PSPV_0054,1831,http://www.example.com/myData/presence_PSPV_0054_04,InNonCombatDuty,1840-08,1840,1846-09,1846.0,Recommissioning,1831,1831-01-01,1840-08-01,1846-09-01,6.083504449007529,0,9.582477754962355,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0054,HMS Myrtle,PSPV_0054,1831,http://www.example.com/myData/presence_PSPV_0054_05,InNonCombatDuty,1846-09,1846,1847-12,1847.0,Repair,1831,1831-01-01,1846-09-01,1847-12-01,1.2484599589322383,0,15.665982203969884,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0054,HMS Myrtle,PSPV_0054,1831,http://www.example.com/myData/presence_PSPV_0054_07,InNonCombatDuty,1848-08,1848,1858-01,1858.0,Recommissioning,1831,1831-01-01,1848-08-01,1858-01-01,9.418206707734429,0,17.582477754962355,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0054,HMS Myrtle,PSPV_0054,1831,http://www.example.com/myData/presence_PSPV_0054_08,InNonCombatDuty,1858-01,1858,1861,1861.0,ShipConversion,1831,1831-01-01,1858-01-01,1861-01-01,3.0006844626967832,0,27.000684462696782,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/PSPV_0054,HMS Myrtle,PSPV_0054,1831,http://www.example.com/myData/presence_PSPV_0054_10,InNonCombatDuty,1861,1861,1868-05,1868.0,E6_Destruction,1831,1831-01-01,1861-01-01,1868-05-01,7.329226557152635,1,30.001368925393567,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/SBS_0096,HMS Goldfinch,SBS_0096,1807,http://www.example.com/myData/presence_SBS_0096_07,InNonCombatDuty,1824-09,1824,1838-11-08,1838.0,E8_Acquisition,1807-12-31,1807-12-31,1824-09-01,1838-11-08,14.184804928131417,1,16.670773442847366,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0129,HMS Conflict,SBS_0129,1811,http://www.example.com/myData/presence_SBS_0129_08,InNonCombatDuty,1829-04,1829,1830-03,1830.0,Recommissioning,1811-11-16,1811-11-16,1829-04-01,1830-03-01,0.9144421629021219,0,17.374401095140314,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0129,HMS Conflict,SBS_0129,1811,http://www.example.com/myData/presence_SBS_0129_10,InNonCombatDuty,1832-07-05,1832,1840-12-30,1840.0,E8_Acquisition,1811-11-16,1811-11-16,1832-07-05,1840-12-30,8.487337440109513,1,20.635181382614647,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0135,HMS Swinger,SBS_0135,1811,http://www.example.com/myData/presence_SBS_0135_10,InNonCombatDuty,1829-01,1829,1877-03,1877.0,E6_Destruction,1811-11-16,1811-11-16,1829-01-01,1877-03-01,48.16153319644079,1,17.127994524298426,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0136,HMS Adder,SBS_0136,1812,http://www.example.com/myData/presence_SBS_0136_05,InNonCombatDuty,1825-08,1825,1831-12,1831.0,E6_Destruction,1812-11-02,1812-11-02,1825-08-01,1831-12-01,6.33264887063655,1,12.744695414099931,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0139,HMS Pelter,SBS_0139,1812,http://www.example.com/myData/presence_SBS_0139_08,InNonCombatDuty,1826-02,1826,1862-08-08,1862.0,E6_Destruction,1812-11-02,1812-11-02,1826-02-01,1862-08-08,36.51471594798083,1,13.248459958932239,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0151,HMS Eclipse,SBS_0151,1817,http://www.example.com/myData/presence_SBS_0151_05,InNonCombatDuty,1836-12,1836,1865-11-10,1865.0,E6_Destruction,1817-06-13,1817-06-13,1836-12-01,1865-11-10,28.941820670773442,1,19.468856947296374,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_02,InNonCombatDuty,1823-10,1823,1832-06-22,1832.0,Decommissioning,1818-11-02,1818-11-02,1823-10-01,1832-06-22,8.725530458590006,0,4.91170431211499,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_04,InNonCombatDuty,1836-07-09,1836,1842-05-09,1842.0,Decommissioning,1818-11-02,1818-11-02,1836-07-09,1842-05-09,5.831622176591376,0,17.683778234086244,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0196,HMS Variable,SBS_0196,1823,http://www.example.com/myData/presence_SBS_0196_02,InNonCombatDuty,1829-02-03,1829,1842-05-31,1842.0,Decommissioning,1823-03-25,1823-03-25,1829-02-03,1842-05-31,13.319644079397673,0,5.864476386036961,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_04,InNonCombatDuty,1849-12,1849,1854-10,1854.0,Recommissioning,1837-02-20,1837-02-20,1849-12-01,1854-10-01,4.832306639288158,0,12.777549623545516,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_05,InNonCombatDuty,1854-10,1854,1857-08-27,1857.0,Decommissioning,1837-02-20,1837-02-20,1854-10-01,1857-08-27,2.9048596851471595,0,17.609856262833677,PreWarrior_1850s,Sailing_Other
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_07,InNonCombatDuty,1857-12-07,1857,1863-05,1863.0,E13_Attribute_Assignment,1837-02-20,1837-02-20,1857-12-07,1863-05-01,5.3963039014373715,0,20.79397672826831,PreWarrior_1850s,Sailing_Other
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_08,InNonCombatDuty,1863-05,1863,1875-01-09,1875.0,E6_Destruction,1837-02-20,1837-02-20,1863-05-01,1875-01-09,11.693360711841205,1,26.190280629705683,WarriorEra_1860s,Sailing_Other
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_01,InNonCombatDuty,1836-01-31,1836,1848-05,1848.0,,1834-07-29,1834-07-29,1836-01-31,1848-05-01,12.24914442162902,0,1.5085557837097878,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_03,InNonCombatDuty,1848-05,1848,1853-01-29,1853.0,Decommissioning,1834-07-29,1834-07-29,1848-05-01,1853-01-29,4.747433264887063,0,13.757700205338809,Other_Pre_1850,Sailing_Other
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_05,InNonCombatDuty,1853-05-14,1853,1856-09-20,1856.0,Decommissioning,1834-07-29,1834-07-29,1853-05-14,1856-09-20,3.353867214236824,0,18.792607802874745,PreWarrior_1850s,Sailing_Other
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_06,InNonCombatDuty,1860-07,1860,1866,1866.0,E8_Acquisition,1834-07-29,1834-07-29,1860-07-01,1866-01-01,5.503080082135524,1,25.924709103353866,WarriorEra_1860s,Sailing_Other
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_10,InNonCombatDuty,1857-09,1857,1869,1869.0,E6_Destruction,1837-02-20,1837-02-20,1857-09-01,1869-01-01,11.3347022587269,1,20.528405201916495,PreWarrior_1850s,Sailing_Other
http://www.example.com/myData/SBS_0255,HMS Despatch,SBS_0255,1839,http://www.example.com/myData/presence_SBS_0255_02,InNonCombatDuty,1863-05-25,1863,1901-05-13,1901.0,E8_Acquisition,1839-05-24,1839-05-24,1863-05-25,1901-05-13,37.96577686516085,1,24.00273785078713,WarriorEra_1860s,Sailing_Other
http://www.example.com/myData/SBS_0257,HMS Kangaroo (ex-Dove),SBS_0257,1839,http://www.example.com/myData/presence_SBS_0257_02,InNonCombatDuty,1863-05-25,1863,1897-05-10,1897.0,E8_Acquisition,1839-05-24,1839-05-24,1863-05-25,1897-05-10,33.960301163586585,1,24.00273785078713,WarriorEra_1860s,Sailing_Other
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_06,InNonCombatDuty,1875,1875,1890-04-26,1890.0,E8_Acquisition,1843-07-10,1843-07-10,1875-01-01,1890-04-26,15.315537303216974,1,31.479808350444902,PurgeEra_1870s,Sailing_Other
http://www.example.com/myData/SC6_0036,HMS Ganymede (ex-L'Hebe),SC6_0036,1809,http://www.example.com/myData/presence_SC6_0036_04,InNonCombatDuty,1819-11,1819,1840-02,1840.0,E6_Destruction,1809-01-05,1809-01-05,1819-11-01,1840-02-01,20.251882272416154,1,10.819986310746064,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_10,InNonCombatDuty,1841-06,1841,1842-01-31,1842.0,Recommissioning,1819-06-05,1819-06-05,1841-06-01,1842-01-31,0.6680355920602327,0,21.99041752224504,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_11,InNonCombatDuty,1842-01-31,1842,1846-12,1846.0,Hulking,1819-06-05,1819-06-05,1842-01-31,1846-12-01,4.832306639288158,0,22.65845311430527,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_12,InNonCombatDuty,1846-12,1846,1865-10-30,1865.0,E8_Acquisition,1819-06-05,1819-06-05,1846-12-01,1865-10-30,18.913073237508556,1,27.49075975359343,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0057,HMS Samarang,SC6_0057,1819,http://www.example.com/myData/presence_SC6_0057_16,InNonCombatDuty,1847-01,1847,1880,1880.0,Decommissioning,1819-06-05,1819-06-05,1847-01-01,1880-01-01,32.99931553730322,0,27.575633127994525,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0059,HMS Success,SC6_0059,1819,http://www.example.com/myData/presence_SC6_0059_08,InNonCombatDuty,1833-01,1833,1849-06,1849.0,E6_Destruction,1819-06-05,1819-06-05,1833-01-01,1849-06-01,16.413415468856947,1,13.57700205338809,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0064,HMS Conway,SC6_0064,1825,http://www.example.com/myData/presence_SC6_0064_04,InNonCombatDuty,1859-02,1859,1871-06,1871.0,E6_Destruction,1825-06-09,1825-06-09,1859-02-01,1871-06-01,12.328542094455852,1,33.648186173853524,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0068,HMS Semiramis,SC6_0068,1808,http://www.example.com/myData/presence_SC6_0068_05,InNonCombatDuty,1832,1832,1844-11,1844.0,E6_Destruction,1808,1808-01-01,1832-01-01,1844-11-01,12.83504449007529,1,24.0,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0069,HMS Calliope,SC6_0069,1830,http://www.example.com/myData/presence_SC6_0069_10,InNonCombatDuty,1855,1855,1861,1861.0,ShipConversion,1830-10-29,1830-10-29,1855-01-01,1861-01-01,6.0013689253935665,0,24.175222450376456,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0069,HMS Calliope,SC6_0069,1830,http://www.example.com/myData/presence_SC6_0069_11,InNonCombatDuty,1861,1861,1883-11-01,1883.0,E6_Destruction,1830-10-29,1830-10-29,1861-01-01,1883-11-01,22.830937713894592,1,30.17659137577002,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0070,HMS Andromache,SC6_0070,1830,http://www.example.com/myData/presence_SC6_0070_07,InNonCombatDuty,1846-10-13,1846,1848-09,1848.0,Decommissioning,1830-10-29,1830-10-29,1846-10-13,1848-09-01,1.8863791923340179,0,15.956194387405887,Other_Pre_1850,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0070,HMS Andromache,SC6_0070,1830,http://www.example.com/myData/presence_SC6_0070_10,InNonCombatDuty,1854-08,1854,1871-05-23,1871.0,E6_Destruction,1830-10-29,1830-10-29,1854-08-01,1871-05-23,16.80766598220397,1,23.756331279945243,PreWarrior_1850s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0081,HMS Creole,SC6_0081,1837,http://www.example.com/myData/presence_SC6_0081_04,InNonCombatDuty,1870-02-10,1870,1873-11-22,1873.0,E6_Destruction,1837-02-20,1837-02-20,1870-02-10,1873-11-22,3.780971937029432,1,32.9719370294319,PurgeEra_1870s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0084,HMS Eurydice,SC6_0084,1841,http://www.example.com/myData/presence_SC6_0084_08,InNonCombatDuty,1861-06,1861,1875-03,1875.0,Refit,1841-08-27,1841-08-27,1861-06-01,1875-03-01,13.74674880219028,0,19.761806981519506,WarriorEra_1860s,NewTech_SteamOrArmoured
http://www.example.com/myData/SC6_0084,HMS Eurydice,SC6_0084,1841,http://www.example.com/myData/presence_SC6_0084_10,InNonCombatDuty,1877-02-07,1877,1878-03-24,1878.0,E6_Destruction,1841-08-27,1841-08-27,1877-02-07,1878-03-24,1.1225188227241616,1,35.449691991786445,PurgeEra_1870s,NewTech_SteamOrArmoured
