ship,shipLabel,category_code,birth_year,presence,status,start_date,start_year,end_date,end_year,end_event_type,birth_date
http://www.example.com/myData/AIF_0001,HMS Warrior,AIF_0001,1859,http://www.example.com/myData/presence_AIF_0001_12,InNonCombatDuty,1923,1923.0,1979,1979.0,ShipConversion,1859-05-25
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_01,UnderFitting,1859-12-14,1859.0,1861-12-05,1861.0,Commissioning,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_02,InCommission,1861-12-05,1861.0,1872-08-02,1872.0,Decommissioning,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_03,InOrdinary,1872-08-02,1872.0,1874-02,1874.0,ShipConversion,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_04,InNonCombatDuty,1874-02,1874.0,1876-02-25,1876.0,Recommissioning,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_05,InCommission,1876-02-25,1876.0,1879-12-05,1879.0,Decommissioning,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_06,PaidOff,1879-12-05,1879.0,1880-06,1880.0,ShipConversion,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_07,InNonCombatDuty,1880-06,1880.0,1885-08,1885.0,Decommissioning,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_08,InOrdinary,1885-08,1885.0,1890,1890.0,ShipConversion,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_09,InNonCombatDuty,1890,1890.0,1898-06,1898.0,ShipConversion,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_10,InNonCombatDuty,1898-06,1898.0,1922,1922.0,ShipConversion,1859-12-14
http://www.example.com/myData/AIF_0003,HMS Defence,AIF_0003,1859,http://www.example.com/myData/presence_AIF_0003_11,InNonCombatDuty,1922,1922.0,1935-08,1935.0,E6_Destruction,1859-12-14
http://www.example.com/myData/AWC_0001,HMS Royal Oak,AWC_0001,1859,http://www.example.com/myData/presence_AWC_0001_01,UnderFitting,1859-04-08,1859.0,1863-04-27,1863.0,Commissioning,1859-04-08
http://www.example.com/myData/AWC_0001,HMS Royal Oak,AWC_0001,1859,http://www.example.com/myData/presence_AWC_0001_02,InCommission,1863-04-27,1863.0,1867-12-13,1867.0,Decommissioning,1859-04-08
http://www.example.com/myData/AWC_0001,HMS Royal Oak,AWC_0001,1859,http://www.example.com/myData/presence_AWC_0001_03,PaidOff,1867-12-13,1867.0,1867-12-14,1867.0,Recommissioning,1859-04-08
http://www.example.com/myData/AWC_0001,HMS Royal Oak,AWC_0001,1859,http://www.example.com/myData/presence_AWC_0001_04,InCommission,1867-12-14,1867.0,1872-01-09,1872.0,Decommissioning,1859-04-08
http://www.example.com/myData/AWC_0001,HMS Royal Oak,AWC_0001,1859,http://www.example.com/myData/presence_AWC_0001_05,InOrdinary,1872-01-09,1872.0,1885-09-30,1885.0,E6_Destruction,1859-04-08
http://www.example.com/myData/AWC_0007,HMS Enterprise,AWC_0007,1861,http://www.example.com/myData/presence_AWC_0007_01,UnderFitting,1861-03-21,1861.0,1864-03-26,1864.0,Commissioning,1861-03-21
http://www.example.com/myData/AWC_0007,HMS Enterprise,AWC_0007,1861,http://www.example.com/myData/presence_AWC_0007_02,InCommission,1864-03-26,1864.0,1871-08-30,1871.0,Decommissioning,1861-03-21
http://www.example.com/myData/AWC_0007,HMS Enterprise,AWC_0007,1861,http://www.example.com/myData/presence_AWC_0007_03,InOrdinary,1871-08-30,1871.0,1886-01-11,1886.0,E8_Acquisition,1861-03-21
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_04,UnderRepair,,,,,,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_08,UnderRepair,,,,,,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_01,UnderFitting,1841-03-18,1841.0,1844-09-07,1844.0,Commissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_02,InCommission,1844-09-07,1844.0,1848-06-17,1848.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_03,PaidOff,1848-06-17,1848.0,1848-10,1848.0,SmallRepair,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_05,InOrdinary,1848-10,1848.0,1849-10-06,1849.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_06,InCommission,1849-10-06,1849.0,1856-08-06,1856.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_07,InOrdinary,1856-08-06,1856.0,1858-11,1858.0,,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_09,InOrdinary,1858-11,1858.0,1859-04-27,1859.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_10,InCommission,1859-04-27,1859.0,1863-04-09,1863.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0002,HMS Firebrand,PF_0002,1841,http://www.example.com/myData/presence_PF_0002_11,PaidOff,1863-04-09,1863.0,1864-10-07,1864.0,E6_Destruction,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_06,UnderRepair,,,,,,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_01,UnderFitting,1841-03-18,1841.0,1845-12-12,1845.0,Commissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_02,InCommission,1845-12-12,1845.0,1849-03-10,1849.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_03,PaidOff,1849-03-10,1849.0,1850-01-04,1850.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_04,InCommission,1850-01-04,1850.0,1852-05-16,1852.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_05,PaidOff,1852-05-16,1852.0,1852,1852.0,Refit,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_05,PaidOff,1852-05-16,1852.0,1852,1852.0,Repair,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_07,InOrdinary,1852,1852.0,1854-04-03,1854.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_08,InCommission,1854-04-03,1854.0,1857-05-22,1857.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_09,InOrdinary,1857-05-22,1857.0,1859-06-22,1859.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_10,InCommission,1859-06-22,1859.0,1861-10-29,1861.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_11,InOrdinary,1861-10-29,1861.0,1864-03-09,1864.0,Recommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_12,InCommission,1864-03-09,1864.0,1872-02-20,1872.0,Decommissioning,1841-03-18
http://www.example.com/myData/PF_0003,HMS Gladiator,PF_0003,1841,http://www.example.com/myData/presence_PF_0003_13,InOrdinary,1872-02-20,1872.0,1879-03,1879.0,E6_Destruction,1841-03-18
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_04,UnderRepair,,,1850-08-07,1850.0,Recommissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_01,UnderFitting,1842-03-26,1842.0,1845-10-14,1845.0,Commissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_02,InCommission,1845-10-14,1845.0,1846-10-16,1846.0,Decommissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_03,PaidOff,1846-10-16,1846.0,,,,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_05,InCommission,1850-08-07,1850.0,1855-02-02,1855.0,Decommissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_06,PaidOff,1855-02-02,1855.0,,,,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_07,InCommission,1855-03,1855.0,1856-08-22,1856.0,Decommissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_08,PaidOff,1856-08-22,1856.0,,,,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_09,InCommission,1856-08-24,1856.0,1860-12-22,1860.0,Decommissioning,1842-03-26
http://www.example.com/myData/PF_0008,HMS Retribution,PF_0008,1842,http://www.example.com/myData/presence_PF_0008_10,InOrdinary,1860-12-22,1860.0,1864-07-15,1864.0,E6_Destruction,1842-03-26
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_01,UnderFitting,1844-01-16,1844.0,1845-04-07,1845.0,Commissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_02,InCommission,1845-04-07,1845.0,1848-04-24,1848.0,Decommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_03,InOrdinary,1848-04-24,1848.0,1850-01-26,1850.0,Recommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_04,InCommission,1850-01-26,1850.0,1852-06-12,1852.0,Decommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_05,PaidOff,1852-06-12,1852.0,1854,1854.0,Refit,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_07,InCommission,1854-06-30,1854.0,1858-10-29,1858.0,Decommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_06,UnderRepair,1854,1854.0,1854-06-30,1854.0,Recommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_08,PaidOff,1858-10-29,1858.0,1858,1858.0,Refit,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_09,UnderRepair,1858,1858.0,1859-05-21,1859.0,Recommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_10,InNonCombatDuty,1859-05-21,1859.0,1885-01-05,1885.0,Recommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_11,InNonCombatDuty,1885-01-05,1885.0,1886-04-30,1886.0,Decommissioning,1844-01-16
http://www.example.com/myData/PGV_0005,HMS Jackal,PGV_0005,1844,http://www.example.com/myData/presence_PGV_0005_12,PaidOff,1886-04-30,1886.0,1887-11,1887.0,E6_Destruction,1844-01-16
http://www.example.com/myData/PGV_0011,HMS Grappler,PGV_0011,1844,http://www.example.com/myData/presence_PGV_0011_01,UnderFitting,1844-07-27,1844.0,1846-11-10,1846.0,Commissioning,1844-07-27
http://www.example.com/myData/PGV_0011,HMS Grappler,PGV_0011,1844,http://www.example.com/myData/presence_PGV_0011_02,InCommission,1846-11-10,1846.0,1849-01-10,1849.0,Decommissioning,1844-07-27
http://www.example.com/myData/PGV_0011,HMS Grappler,PGV_0011,1844,http://www.example.com/myData/presence_PGV_0011_03,PaidOff,1849-01-10,1849.0,1850-02-02,1850.0,E8_Acquisition,1844-07-27
http://www.example.com/myData/PM_0007,HMS Medina,PM_0007,1839,http://www.example.com/myData/presence_PM_0007_01,InOrdinary,1840-04,1840.0,1848-10-19,1848.0,Recommissioning,1839-03-30
http://www.example.com/myData/PM_0007,HMS Medina,PM_0007,1839,http://www.example.com/myData/presence_PM_0007_02,InCommission,1848-10-19,1848.0,1856-01-07,1856.0,Recommissioning,1839-03-30
http://www.example.com/myData/PM_0007,HMS Medina,PM_0007,1839,http://www.example.com/myData/presence_PM_0007_03,InNonCombatDuty,1856-01-07,1856.0,1863-11-10,1863.0,Decommissioning,1839-03-30
http://www.example.com/myData/PM_0007,HMS Medina,PM_0007,1839,http://www.example.com/myData/presence_PM_0007_04,PaidOff,1863-11-10,1863.0,1864-03,1864.0,E6_Destruction,1839-03-30
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_01,InCommission,1848-02,1848.0,1854-05,1854.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_02,InNonCombatDuty,1854-05,1854.0,1865-02,1865.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_03,InNonCombatDuty,1865-02,1865.0,1872-10,1872.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_04,InNonCombatDuty,1872-10,1872.0,1878-11,1878.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_05,InNonCombatDuty,1878-11,1878.0,1882-08-14,1882.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_06,InNonCombatDuty,1882-08-14,1882.0,1888-10-08,1888.0,Recommissioning,1847-02-04
http://www.example.com/myData/PM_0017,HMS Vivid,PM_0017,1847,http://www.example.com/myData/presence_PM_0017_07,InNonCombatDuty,1888-10-08,1888.0,1894-05,1894.0,E8_Acquisition,1847-02-04
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_03,UnderRepair,,,,,,1861-05-30
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_01,UnderFitting,1861-05-30,1861.0,1865-09,1865.0,Commissioning,1861-05-30
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_02,InCommission,1865-09,1865.0,1887,1887.0,Refit,1861-05-30
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_04,InOrdinary,1887,1887.0,1888-04-01,1888.0,E13_Attribute_Assignment,1861-05-30
http://www.example.com/myData/PM_0025,HMS Helicon,PM_0025,1861,http://www.example.com/myData/presence_PM_0025_05,InNonCombatDuty,1888-04-01,1888.0,1905-07-11,1905.0,E6_Destruction,1861-05-30
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_01,UnderFitting,1870-04-11,1870.0,1872-01-03,1872.0,Commissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_02,InCommission,1872-01-03,1872.0,1872-05-14,1872.0,Decommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_03,PaidOff,1872-05-14,1872.0,1872-06-30,1872.0,Recommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_04,InNonCombatDuty,1872-06-30,1872.0,1874-06-30,1874.0,Decommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_05,PaidOff,1874-06-30,1874.0,1874-09-01,1874.0,Recommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_06,InCommission,1874-09-01,1874.0,1880,1880.0,Decommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_07,PaidOff,1880,1880.0,1884-08,1884.0,Recommissioning,1870-04-11
http://www.example.com/myData/PM_0028,HMS Vigilant,PM_0028,1870,http://www.example.com/myData/presence_PM_0028_08,InCommission,1884-08,1884.0,1886-10-07,1886.0,E8_Acquisition,1870-04-11
http://www.example.com/myData/PM_0032,HMS Alberta,PM_0032,1863,http://www.example.com/myData/presence_PM_0032_01,UnderFitting,1863,1863.0,1864-08-20,1864.0,Commissioning,1863
http://www.example.com/myData/PM_0032,HMS Alberta,PM_0032,1863,http://www.example.com/myData/presence_PM_0032_02,InCommission,1864-08-20,1864.0,1912,1912.0,E6_Destruction,1863
http://www.example.com/myData/PM_0053,LANDRAIL (ex-Gipsy Queen),PM_0053,1854,http://www.example.com/myData/presence_PM_0053_01,InNonCombatDuty,1855-05-24,1855.0,1856-07-21,1856.0,E8_Acquisition,1854
http://www.example.com/myData/PM_0061,HMS Wallace,PM_0061,1854,http://www.example.com/myData/presence_PM_0061_01,InCommission,1855-07,1855.0,1857,1857.0,,1854
http://www.example.com/myData/PM_0061,HMS Wallace,PM_0061,1854,http://www.example.com/myData/presence_PM_0061_02,InNonCombatDuty,1857,1857.0,1869,1869.0,E8_Acquisition,1854
http://www.example.com/myData/PM_0063,DRAGON,PM_0063,1855,http://www.example.com/myData/presence_PM_0063_01,InNonCombatDuty,1860-07-11,1860.0,1867,1867.0,E8_Acquisition,1855
http://www.example.com/myData/PM_0068,HMS Experiment,PM_0068,1838,http://www.example.com/myData/presence_PM_0068_01,UnderRepair,1838-07-21,1838.0,1843-04-18,1843.0,Commissioning,1838-07-21
http://www.example.com/myData/PM_0068,HMS Experiment,PM_0068,1838,http://www.example.com/myData/presence_PM_0068_02,InCommission,1843-04-18,1843.0,1847,1847.0,E8_Acquisition,1838-07-21
http://www.example.com/myData/PM_0070,HMS Montreal,PM_0070,1836,http://www.example.com/myData/presence_PM_0070_01,InOrdinary,1839-10-18,1839.0,1843-04-03,1843.0,Commissioning,1836
http://www.example.com/myData/PM_0070,HMS Montreal,PM_0070,1836,http://www.example.com/myData/presence_PM_0070_02,InCommission,1843-04-03,1843.0,1848-08,1848.0,Decommissioning,1836
http://www.example.com/myData/PM_0070,HMS Montreal,PM_0070,1836,http://www.example.com/myData/presence_PM_0070_03,PaidOff,1848-08,1848.0,1848,1848.0,E8_Acquisition,1836
http://www.example.com/myData/PM_0072,HMS Mohawk,PM_0072,1841,http://www.example.com/myData/presence_PM_0072_01,InOrdinary,1841-01-06,1841.0,1843-04-03,1843.0,Commissioning,1841-01-06
http://www.example.com/myData/PM_0072,HMS Mohawk,PM_0072,1841,http://www.example.com/myData/presence_PM_0072_02,InCommission,1843-04-03,1843.0,1852-06-21,1852.0,E8_Acquisition,1841-01-06
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_01,UnderFitting,1838-03-12,1838.0,1839-09-14,1839.0,Commissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_02,InCommission,1839-09-14,1839.0,1843-08-23,1843.0,Decommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_03,PaidOff,1843-08-23,1843.0,1845-06-11,1845.0,Recommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_04,InCommission,1845-06-11,1845.0,1848-09-25,1848.0,Decommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_05,PaidOff,1848-09-25,1848.0,1849-05-05,1849.0,Recommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_06,InCommission,1849-05-05,1849.0,1849-06-20,1849.0,Decommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_07,PaidOff,1849-06-20,1849.0,1849-10-30,1849.0,Recommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_08,InCommission,1849-10-30,1849.0,1850-02-01,1850.0,Decommissioning,1838-03-12
http://www.example.com/myData/PSL_0003,HMS Hecate,PSL_0003,1838,http://www.example.com/myData/presence_PSL_0003_09,PaidOff,1850-02-01,1850.0,1850-09-20,1850.0,Recommissioning,1838-03-12
